Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
-0.859886092,-1.247253803,-0.765135435,0.725937861,-0.97618505,0.27884569,1309,0
0.491487594,0.099524645,0.305770324,-2.601084495,2.731338602,-0.599310619,3778,1
-0.501598942,-1.556065124,-1.492657738,2.169665907,-1.260127897,-1.199729262,712,1
1.004670265,0.086562376,-0.827722199,-0.012644899,-1.335902881,0.171168246,2790,1
-1.158851732,-3.02616535,-1.553845922,0.702148656,3.310212404,2.621771964,3628,0
-4.511513904,2.188929361,-3.494677385,-1.016464622,1.374406703,4.080823227,2103,0
1.867918933,-1.525489177,-1.733019884,1.136499372,-2.357744147,0.323036097,677,0
1.666354406,-3.521163155,-3.208839842,1.834060148,1.008371578,0.487534028,366,1
0.854038155,1.08069172,-0.212660603,2.659532775,-1.821791809,-1.964684026,911,0
-1.234336601,-1.516148546,0.721187524,0.817262734,-0.137655158,0.229357028,2094,0
-0.273281581,-3.070515552,0.748094683,0.981393707,3.254542997,-3.18076517,3138,1
0.469295728,0.645451496,0.767765675,3.453803384,-3.158562026,-2.253011654,2694,1
-2.835124117,-0.303738531,0.143170742,0.701498078,1.928976962,0.235919519,1770,1
2.35342735,-2.27967331,-0.740084547,2.627467533,0.506160407,1.822820696,999,1
0.359662874,0.860022963,-0.533276843,0.788401387,1.616287058,-0.713700147,1683,0
0.801531124,-3.959029797,2.661273314,1.425869419,-3.065994437,-0.067518606,958,0
-0.712120174,1.314940544,-1.574883475,0.941322043,-0.592441001,2.410665859,3769,1
1.424142624,-1.947901143,-1.708657566,-2.524045132,1.352450039,1.414486069,3020,1
0.712348023,-0.588145258,-3.215423067,1.089867132,0.47536897,0.386937554,2441,1
-0.0235387,1.695746742,-2.450548818,-0.261871045,-0.952682965,0.441957991,2654,1
-0.564969539,0.060714672,-1.074753678,-0.024840049,-0.579623518,-1.106184981,1094,1
-0.21434986,-2.319250296,3.079069045,-0.421976554,-0.944833448,3.129955019,3132,1
2.532592573,-1.339048805,-1.828441017,3.803012593,0.100342137,-0.950687173,2522,1
-3.116365349,-1.324666484,1.351346126,1.691244658,2.675275745,-0.471181918,1312,1
0.427912246,1.773682052,1.236277992,-1.627970413,2.250017748,-1.973513241,3305,1
-3.861955439,-0.722187565,2.712540816,0.043894313,1.100943111,0.144929021,1248,1
-0.11935875,-1.868233134,2.716261806,1.331909323,0.272557793,2.43465261,3611,1
0.670619332,-2.88045567,-1.846987396,1.156195324,1.371368979,1.984478696,59,0
-0.245488448,-2.933223854,1.122287204,1.516149917,1.76362484,1.957459911,1151,1
-1.039686257,-0.962083511,1.12901048,2.282390472,3.534974434,-0.250887033,384,1
2.362734075,-3.805766207,2.03760742,1.640957385,-1.59925564,-1.81641586,1540,0
1.487181294,-1.822071356,0.81473257,0.802818958,1.933549944,-1.841884042,3447,1
-2.333227356,0.789809118,-0.320618907,0.092722216,0.072852649,0.728017955,1802,1
0.824893785,-0.178435425,-0.406084364,-1.794132298,-1.537090702,3.647572905,1459,1
-3.663084494,-0.178635441,1.719192885,-0.048221143,4.262458179,0.781106779,1256,0
2.878544937,-2.070839258,-1.835366993,2.761433941,1.987128936,-0.604237302,3318,1
-0.193807072,1.279221031,-0.580563466,-0.005449535,-1.276169703,-3.592016909,3418,0
-3.400132749,-0.985380212,0.018261124,0.93448081,2.549179978,2.95947032,3027,0
-1.55343846,0.657055442,-2.956942332,-0.160108301,1.891135484,2.784584769,566,0
-0.27194342,-0.762935746,1.086550385,0.753758949,0.500654985,-2.680673165,3050,0
0.123571386,-2.921409785,1.443927778,2.3997185,-0.315445298,2.83987997,209,1
-1.09716949,1.375531166,-0.684202183,1.990823744,2.508599359,-3.885317568,2616,1
-3.248587388,2.638634814,0.46550767,-0.361372738,1.424206367,-1.778394318,1794,1
0.086283871,-1.673569203,1.538388617,1.724465949,0.022025889,1.461255815,2507,1
1.806404783,-2.355395033,-0.2061129,-1.210372234,2.765678772,-0.392659285,3700,1
2.008702779,-3.759528956,0.801810081,2.52351482,-0.564672741,4.041460975,2882,1
-0.433219304,-2.916016815,1.182532618,0.580386757,0.276184891,3.216621611,614,1
1.476864377,-2.308493433,-0.472105788,-1.674135404,2.1078688,0.396478996,3585,1
-0.32914168,-2.617138117,-1.808901507,2.471154956,-4.036115604,0.025530654,1125,1
-3.274338775,0.212383753,-4.089663305,0.52718621,-2.716781477,0.826576671,1676,0
2.150467186,-0.900114286,-3.751657343,0.59912509,-2.464789267,2.764077907,2447,1
-0.928644679,-1.096734171,-2.570144912,-0.95699586,2.819405655,0.338450512,3908,0
-0.439465957,-1.054024458,1.611051597,0.542554963,0.657318402,-0.911034624,946,0
2.46407945,-1.672946025,-0.270204134,-0.060312112,-1.367106745,4.491703821,2800,1
-1.594125392,-0.74166841,-2.062309758,0.930106043,0.860364897,2.285538692,2135,0
-1.073914806,-3.048915039,-0.907396817,0.684222562,3.169329989,2.61061447,3567,0
-0.54606103,-0.539811134,-0.82096586,-0.23790602,-0.559594638,2.064701664,36,0
-0.633836711,-0.620323598,0.373926443,1.128312738,1.585413416,1.109217091,1138,1
1.850968337,-2.905569491,-0.681102095,-1.229914623,2.891594338,-0.113403287,2853,1
1.313660654,-0.240538867,-1.353445838,0.851020495,-1.349858871,0.114799055,952,0
0.47047684,-2.127997995,-0.509164344,-2.32409399,3.058286118,-0.48845787,2351,1
-0.593083739,-0.614563467,-0.965532008,1.375837668,-0.404390723,0.632694826,261,0
-0.971714995,-0.202241322,-3.069909226,-0.002042764,-0.516062475,3.160649884,422,0
1.578084165,0.334413995,-0.101491305,-0.522943561,-1.925671648,2.299389073,1556,1
-1.777052048,-1.072457943,1.208179544,0.556007441,3.466575436,-2.480920363,3962,0
-0.107083969,1.119342238,0.251089756,-0.090976042,-0.011057971,-2.045387737,859,1
-0.077013144,-1.479240313,-3.473365209,0.733619204,1.418820787,2.058232828,3624,0
0.604029065,0.159728447,-0.817817097,0.364623749,1.045914587,-1.113209506,902,0
0.441504626,-0.578750902,-3.767359783,2.469893075,0.547227087,4.035780902,1160,0
-1.836150855,1.633075983,0.345968096,-0.76660052,-1.283646636,1.063778691,487,1
0.103705176,0.639170467,-1.800794279,3.311235973,-1.859794026,-1.902893789,2432,0
-2.611419982,-0.493192096,-2.293999028,-0.187564463,1.470410307,3.856738856,798,0
1.365953419,-1.865934764,-2.61515723,0.704463338,-2.727113289,0.28381246,1652,0
-3.750910643,-2.177965299,2.2582748,2.112759981,-0.801952171,0.17957333,3732,0
1.868966632,-2.573740286,0.690511287,3.867121841,1.327659942,1.919372796,2202,1
1.665869396,-1.351977363,-2.50718905,-1.424865139,2.417688229,-1.028009621,3271,0
0.316580405,-1.419342914,-2.793661703,-0.561515274,2.987417367,2.030202575,910,0
1.676050627,0.084912409,-1.391431991,2.697710377,0.766977636,-1.573760873,2341,1
-0.198735513,-2.063500805,0.563590169,1.26890362,-1.865621017,0.173999543,761,0
-3.482217761,-4.393686324,0.761270236,1.129801023,2.166422534,2.999227578,3872,0
-0.286679192,-1.726295289,-0.241288132,2.685789863,-1.765188865,-0.159748947,393,0
1.183319965,-0.344738139,-1.79992184,0.63167158,-3.324806517,0.120624438,31,0
2.874264692,-3.702880406,-1.704317417,3.96381078,0.090643722,-1.058041898,1409,1
-1.226355243,-1.077611973,0.726008682,2.805508746,-1.379518527,0.076257795,545,0
0.474937608,-1.843766141,-0.108722644,3.661634847,-1.013733601,-2.148029499,2759,1
-0.111969739,-1.024187315,0.966901048,-0.692898581,1.025535771,-2.201253741,2729,1
-0.255417492,-3.7245144,-2.289936321,2.299078697,-0.806970221,-0.632365628,817,1
-1.701201299,-0.825931857,1.35033649,-0.464458651,0.995155776,0.867103783,1727,1
-2.434181469,-2.395268733,-0.366694008,0.689192609,3.285802082,3.970508519,520,0
2.081552632,-3.903800493,2.628814038,3.289790388,0.304922106,2.287815754,3529,1
0.459343355,-0.485814403,1.262989771,2.142451018,0.237014379,-3.065212237,3785,0
-1.065431023,0.143722638,-2.74007107,1.707320601,1.50847751,3.965112143,1343,0
-2.142423097,1.952107472,-2.521274217,0.39862791,0.823257484,0.683039333,1844,1
2.892774871,0.900971232,-0.418609504,4.59193582,-0.46612229,-1.787328692,3352,1
1.390972897,-3.280604021,-0.874736404,1.52799777,3.70972063,-1.499698377,3504,1
0.121914996,-0.949051136,-2.883909254,2.798849457,-1.042559857,-0.530314421,39,1
1.157303066,-1.667305035,-3.93396393,4.061074114,-3.066174072,-0.020476977,811,0
-1.424181699,-2.184957665,0.772973172,-1.203528884,0.736420181,1.820272944,1703,0
-0.477195098,-0.563953679,3.055651672,1.079078944,-0.301910354,-1.203179955,2670,0
-0.882610481,-0.064112922,-0.553560019,0.162855688,-1.123233714,1.872529539,2632,0
2.466118683,-2.925495981,0.927684636,2.071177352,1.358283471,3.139909748,3433,1
-0.350124848,2.726108355,0.368016902,1.630109945,-0.456240366,-2.630265952,3178,1
-0.376141097,-2.257383581,1.172807734,0.572536585,-1.032369809,2.786392233,142,1
-1.423470887,-0.205003694,-0.023427374,1.218013103,-3.133455532,0.631300209,2907,0
-3.699118599,-1.922430354,-1.971064255,2.204418404,0.115186441,1.769828258,1743,0
3.318008046,-4.747398999,2.240393389,3.5499494,-0.146626932,3.265215353,3517,1
0.964352824,-1.02662996,-0.410942931,2.577588565,-3.129066404,-1.374076067,2196,0
-0.886589942,-1.190352787,-0.447499168,-2.516764475,0.363910378,-0.507086241,613,1
-0.677468458,-0.593619979,-3.458919696,-0.031201413,0.440183699,0.031564418,1085,1
-2.651578571,-0.378202438,-2.49375469,2.35130877,0.27963485,0.82733629,1182,0
0.155755892,-0.698560269,0.766754928,1.865080701,-0.28554256,0.944385629,745,1
-0.56576727,1.342609339,-2.871666494,0.092810013,1.4688122,1.807683039,2028,0
0.087174363,-1.138952157,-1.145771569,2.806365946,2.231873757,0.459553503,1584,1
-3.265543488,-1.02756021,-2.200223918,-2.161813516,2.12343533,3.672672642,1904,0
-1.342243145,-1.610086814,2.0057262,2.10336904,1.376180858,-0.997026635,3784,0
-1.953494882,1.458415502,-1.243689029,-0.565880003,1.07431623,0.306922814,1834,1
-3.04106033,-2.043459692,-1.298910602,0.856508654,2.040179884,4.474077394,2071,0
-0.844439361,-2.54502454,2.782870463,1.439656354,3.140890888,0.441873909,1407,1
0.076444123,-0.896610197,-1.105304552,1.389610378,0.848940578,1.532208376,132,0
1.399783572,1.036337966,-0.642470642,1.480019356,-0.925231097,1.131227991,1490,1
0.923694005,0.664399808,-3.141028855,3.061432051,-0.24205667,1.954008085,2426,1
-1.476159999,-0.320603978,-0.424914108,0.313640904,1.135044969,0.919930371,964,0
-2.614034085,-3.357348201,-3.308691107,-0.909421134,3.49454088,4.975883944,3275,0
-0.433820028,-0.01531881,0.143291289,0.64761814,-0.790599917,-0.710096682,248,0
2.913226335,-4.513222772,-1.735331568,-0.774266043,5.084390973,0.320790603,3229,1
-1.904698829,-2.763748946,1.204186724,2.444800877,-0.761010968,-0.591908381,1477,0
2.265607836,-1.822749797,-2.67785281,2.385820049,-4.086206823,-0.528244099,835,0
-1.848506502,-1.762635081,-0.935232191,0.303709041,-1.094395254,2.633336734,1047,0
-2.268914775,0.350618595,1.023267026,0.000145975,1.019194058,-1.322799372,16,0
-1.021164842,0.662863121,-2.096623265,1.400411799,0.41917634,-1.334075686,2756,1
-2.768701223,2.349618718,-3.016333594,1.136014229,1.788677723,1.474187018,2389,0
-2.244569977,-0.592443441,-1.45840545,0.615350302,-2.087305186,1.951337928,394,0
-1.230897717,-0.601529007,0.053188843,3.090883674,-1.049220931,-3.239572473,664,1
-1.017062947,-2.323691499,-0.684309708,2.011828561,-0.969649254,1.867842154,2185,0
-0.956779754,1.228210419,-1.283041689,1.908249778,1.377090543,-0.218279745,166,1
-3.634499756,-1.863587999,3.858929191,-0.831101451,1.474692178,-0.038911798,869,1
-1.769068506,-1.490856125,-0.414663062,0.323572213,-0.778968665,1.591536266,1072,0
1.915855843,-0.988939958,-1.049353649,1.00480985,2.384984458,-0.827303935,3428,1
-1.210806251,-0.724530015,0.834792768,-1.626050452,0.233619665,-1.569586214,2753,1
0.617402041,-2.574566748,-0.564992188,2.738690879,2.320601176,-1.706674583,3932,1
3.182512603,-1.23739728,-2.919525969,1.596671737,-0.688642041,1.564196836,3007,1
0.02565221,-0.326161449,-1.239428425,-0.486801683,0.395589567,-0.127622496,3462,1
0.234864163,0.217702559,0.347758926,0.099705734,0.73309596,0.430581455,1665,1
0.986430179,-2.754966761,2.137415253,2.135527747,1.202552665,1.500782517,431,1
1.685933654,-4.275657713,-1.59989827,0.998565566,0.641066263,4.526599783,1277,0
0.684001861,0.264121486,-2.775463826,0.376440041,-0.129448859,1.248313785,269,0
-0.582115179,-0.142370086,-0.057086135,1.164174227,-0.546289605,-0.318578669,1355,0
1.695873018,-2.170523375,-2.490740424,1.009216164,-1.022447495,0.929089101,785,1
-3.287873452,-1.738597669,-1.415938417,-0.190586348,-1.13439887,2.389890428,1758,0
0.417864594,-3.215078423,1.87922744,1.470473381,0.011738972,2.864335661,2831,1
1.792871307,-3.424825557,-4.087913644,0.102560494,0.122414449,2.330756511,2625,1
0.433143551,0.100089122,-2.64677244,3.006648211,-1.389106374,-1.818382161,843,0
-1.719885991,-1.664451776,0.446355556,1.557677191,2.120095122,0.657711473,724,1
-3.327767295,0.457108327,3.013280476,-0.730097692,1.468226148,-0.91962328,1775,1
-2.001123151,1.60274403,-3.244801938,0.584508393,-3.101521977,0.967394403,2417,0
-4.786532005,0.524409723,-2.730308426,-0.035859296,-0.071000078,3.453095967,944,0
1.201791244,-0.362702255,-3.071230333,0.309297224,1.676927785,0.377243793,2159,0
1.85333895,1.142824223,-0.656871904,3.643154289,-1.897169018,-1.128151025,686,0
1.908380532,-2.776327562,-0.202382062,-0.80345759,3.120930176,-0.827356878,2865,1
-2.052283115,-1.300234458,-1.013162055,1.787986279,-0.958963164,0.724756527,1115,0
-0.473517243,-1.634346113,-0.222256073,0.870474501,-1.75799632,0.638384127,932,0
0.605090372,-1.545072015,-3.286126482,0.606338826,2.018061154,0.722150344,3481,0
-1.252795549,-0.273387181,0.484443403,-0.137161972,0.230824474,-2.266708339,2697,1
-1.021574338,-0.5601416,-0.27518564,2.982361371,-1.099806241,-2.237719887,825,0
-0.569628663,-2.391954138,-1.139627424,2.66176888,3.452586212,-2.791589302,3295,1
-0.977650136,-0.305415675,-1.862190559,0.18379667,3.301545454,0.72802176,3598,0
0.87446116,-0.178893497,-2.025701604,2.455903102,-1.157452996,0.54503677,2435,0
-1.745117226,-2.074040424,-0.430170272,1.386735918,2.482312367,1.441093641,3667,0
-2.662658928,-2.601674875,-0.058714493,2.154432411,0.094333623,1.553419533,3876,0
-0.406506734,-0.437559455,-3.781863088,-0.576977194,2.942047656,2.842255432,223,0
-0.340399213,-2.916425062,3.002375607,1.33568343,2.754835455,0.781658013,796,1
-2.623636628,0.299932011,1.776975698,-0.854282032,2.2385005,0.704519482,415,0
4.136379887,-2.058473665,-0.124515713,-2.001654358,4.248299964,0.85035159,3918,1
-2.937254991,-0.577159765,-1.106482667,0.357835954,0.913826886,2.937546728,707,0
-1.857783984,2.34886037,0.540231035,-0.565698323,1.609930424,-3.109112713,2821,1
-0.932294179,-0.998089717,-2.15008989,0.047793902,1.811954553,1.614354627,2901,0
1.139302314,-0.180909126,-3.110081584,0.347346947,2.564799844,0.354353794,2063,0
0.417940476,-2.959687014,0.97127899,3.987537359,2.076124758,1.512889607,2149,1
-3.405870573,-1.889767751,2.899311469,-1.034753666,1.434967725,0.524410184,1755,1
0.292568208,0.67748661,-1.473442827,2.477455546,-1.361697419,-0.128687406,1980,0
0.352351037,0.255225616,-0.475636421,0.207086248,0.954357604,-3.093941813,3982,0
0.548493968,0.488979079,-1.995853361,2.467900075,1.704923057,1.278586366,496,0
-0.658010481,1.288879594,2.79956195,-1.655043661,-0.307709566,-2.500165538,3638,1
1.438107204,-1.185783247,0.48832231,1.496157199,-1.070271866,-1.111976504,3107,1
0.241068536,-0.555240943,-1.832482053,0.666811231,0.753381194,-0.221876444,1492,0
2.24325593,-4.079302046,-1.567456516,2.347822168,1.066503328,0.004403827,3492,1
2.789450989,-0.350117702,-4.03219941,-0.075977127,2.11307057,0.115447409,1036,0
-1.326769718,-0.502953425,0.145566907,0.872708264,1.655474327,0.75639619,586,0
-0.938877608,-0.169641689,-0.220232474,1.263677317,1.353255279,-0.144245235,2819,0
-1.450722623,-1.873303787,-0.743177804,1.981552145,-2.092821414,1.691483862,2549,0
-0.157271619,0.829703853,-3.27215596,1.226894151,-1.36458925,1.487907926,2716,0
-2.82372437,-0.451234257,1.082199596,0.833982997,2.47181695,-0.821953201,1601,1
0.48573438,-4.694670684,-1.94594246,2.022091675,0.861829748,-0.643013894,1004,1
0.176604683,-2.675056644,-3.968713203,1.413701336,-4.563024618,3.663401483,136,0
-2.025514845,-1.073743514,-0.56538837,-0.321394847,0.454941226,0.248735333,3830,0
-0.936155999,0.300120045,-1.943790524,1.196775043,-1.966993862,-0.662338652,506,1
0.617173994,-1.361685937,-2.621162853,-1.075201067,3.260811348,1.326728883,607,0
-0.03651479,-0.979888239,-0.98586817,-0.241794309,4.411388366,-1.870524731,3228,1
-3.943657521,-0.792984109,0.099416637,1.245084592,2.432160572,1.616126875,3909,0
-0.553438031,-1.485230595,1.178210805,-0.766074439,0.726136642,1.214320842,1776,1
-0.373861901,-0.766067802,-2.417651619,-0.019789441,0.215198554,-0.588967865,3799,0
0.094103112,0.407294368,-0.390131643,2.530804324,-3.129980546,-0.322171308,1731,0
-0.530249858,0.4932471,-1.335097836,-0.053888685,0.919019732,-0.616124778,363,0
2.461235858,-1.372053506,-4.432614766,3.067025691,-0.619639377,1.440307125,2526,1
0.209388633,-2.04750402,-1.248701084,2.054072106,-3.073830134,0.5649855,675,0
1.387968335,-2.540032008,-2.849653633,1.081977146,0.342861974,1.916185582,2434,0
1.932336419,-1.785171569,-0.050078129,0.777337381,0.09889236,2.415390834,524,1
0.546077805,0.454631306,2.023503567,0.251398866,-1.453233643,-1.617008997,2808,0
0.413824406,-1.216512236,-1.41426186,-0.183651265,-0.364973015,1.292809043,1369,0
1.517685682,-2.032264599,-0.499675675,1.663579851,0.155139292,-0.388889416,3853,1
-2.090905422,0.400443351,-3.481023953,-0.596056624,1.387854191,4.547881416,351,0
-0.503870437,-0.423417192,1.654682628,-1.085264511,0.079774502,-1.754534324,3269,1
-3.658396659,-3.330500682,-2.032566976,0.276463385,3.93290892,4.954530347,3625,0
-1.39487577,-2.155463832,-2.937887402,2.307469858,-0.940956308,1.328301132,1736,0
-0.267140934,-3.384006852,4.079122898,2.317536273,-1.937529179,-2.740641238,1303,0
-0.986916637,1.650286962,-1.203166514,-0.818641787,0.463659427,0.711011385,1139,1
-3.348767595,-2.208399624,2.573416951,1.359633989,0.872908539,0.62559797,105,1
1.740478996,-0.862067926,0.931082814,2.511759558,-0.072283974,1.473104628,412,1
-1.561235571,0.7322236,1.601120117,-1.348361715,0.455594937,0.832943932,1639,1
0.273757481,-1.723821116,-0.376106844,0.81706123,0.992272417,-0.81916701,2861,0
-1.552304505,-0.568828352,-0.295292327,1.015398702,2.716914618,1.537340818,2772,0
-3.965589181,-0.493043848,2.152553894,2.134582645,0.051290269,0.846337254,3197,0
-2.402552423,-1.466359969,1.367857819,1.768676579,4.174825511,-0.856216782,1590,1
-2.393737138,-1.021335687,-1.341564433,-0.900340534,0.295517853,4.508038113,530,0
-0.711822187,-1.114416631,-1.332153755,0.660113656,1.309089973,0.159041994,3284,0
-0.068213576,-1.511633664,-2.028504963,0.291905325,1.6544272,0.577521866,3480,0
2.122771463,-4.2298476,-0.238536396,2.112481718,2.865717277,-1.347609951,3556,1
1.579824972,1.523021713,-0.127712628,-0.525103809,-1.529871694,0.02706922,2935,1
-2.055776172,-3.355322872,3.554301882,0.904296776,2.368481362,0.393883593,70,1
0.148672211,-1.497965097,-0.314322424,-0.840648179,3.563195109,-1.603538799,3148,1
0.187949276,-1.359826272,-1.873379207,2.317659871,-2.953714495,0.64580817,163,0
0.519059098,-0.755125534,-2.987656953,-0.588860684,4.108543179,0.85376161,2738,0
1.180684457,-2.421924951,-0.852580576,2.409147443,-3.602378483,-0.806212815,1005,0
-2.599597125,1.553562558,-0.300748064,-0.057386471,2.26118425,-1.291584107,1910,1
2.222226794,-1.458008096,-1.286354202,1.479970603,0.344612352,-0.099295037,2992,1
-0.301200647,-1.574805634,0.391781151,1.160507964,-1.479410851,0.480208358,473,0
-1.623852628,-3.772115711,-1.24128281,3.85791495,0.248019146,-2.940423263,569,1
2.019954774,-1.486366025,-2.331938565,-0.396322896,0.012627897,-0.275645335,1995,0
-1.976684469,1.463371346,-0.540581845,-0.010424667,2.222218252,-0.566456435,1848,1
-1.157606857,-1.263104355,-1.680959385,0.733119419,0.186830464,1.200394976,200,0
1.512469423,-3.011296241,-1.714573448,3.716475757,3.471412992,-2.31863619,2713,1
-0.407202953,-1.17341051,1.736201949,1.519927897,1.629251428,0.056597688,383,1
-0.504181355,-1.496259848,-3.322178632,0.79911341,0.383919832,2.278242154,2678,0
0.754979278,-2.540220866,-0.914930795,2.154751853,-1.785374739,0.906782499,918,0
-2.085929594,1.273998239,-0.910668571,1.510734773,4.98885815,-2.112235738,1880,1
-1.415348146,-2.333860279,-1.910492876,0.705609026,0.752091172,3.442235101,1453,0
-1.99640797,1.145121367,-0.822238626,2.407963638,3.783584355,-1.123365677,1077,1
-0.609625194,-1.747734107,0.944680078,2.448034821,-0.397477816,1.177330947,3172,1
0.507344329,0.598105312,-3.309425627,2.302681402,0.307121113,2.129057473,3207,0
-0.536626774,-0.392359184,-0.599253443,0.453529876,0.793828473,-0.225256194,2805,0
-3.193771996,2.130105726,-0.247501191,-2.620954157,4.226314433,4.59034704,3011,0
0.265300999,0.420142553,-1.408401769,2.471707423,-0.617136781,0.424931093,2824,0
-1.317804004,-0.962762291,3.439200728,2.16521573,-0.762704335,-1.984480772,2451,0
0.967456166,-0.684380037,-0.394760141,1.394212842,0.678412395,-1.845711216,335,1
-1.090186609,0.376934444,-2.759203843,0.645653472,3.195249541,1.435176416,2595,0
-1.234563407,-1.119283521,-1.307462544,0.970481743,-0.35143782,2.788417932,2008,0
1.668865185,-3.592426551,-2.907858606,1.598578125,-0.849828113,0.752074557,1141,1
-1.333970425,-2.241195081,-0.754421939,2.188073826,-1.088462224,-2.193255344,924,1
-0.124904692,-2.291856932,0.954402632,1.012762494,-0.670690173,2.147549701,1007,1
-3.646451688,-0.239610588,-0.306737877,-0.662168096,-1.193714145,2.504408406,494,0
0.721002304,-4.17669592,-1.533717524,2.52465366,0.407213285,-0.957449926,2020,1
-0.272869095,0.791424316,-0.031585559,1.653892902,0.041974563,0.374244352,3367,0
-0.500882202,-2.066469763,-1.494614797,-0.033315164,3.390474702,0.738247821,3724,0
-1.378428696,-1.09546502,1.552838408,2.133737198,1.706409118,-0.140609612,1017,1
1.175254612,-2.023453658,-0.608436062,2.111248983,1.579690415,-1.604498657,3281,1
0.849857355,-2.721716593,1.01004216,4.379728712,1.998341247,1.549144835,2232,1
-2.22972161,-0.002755255,-0.391042727,3.111569721,-1.026054417,-3.98148506,1695,1
-0.87937289,-0.412428796,2.142780545,-0.246345198,0.6530814,0.298231842,441,1
1.084181135,2.448842938,-0.832397859,-0.261020423,-0.718777168,-0.574946573,693,1
0.594408142,-3.380675888,-0.87782443,0.332210609,-0.773051227,0.042164754,2091,1
2.111309216,-0.363700268,-3.46298717,-0.805192071,1.548965449,-0.238817254,543,0
-0.670604021,0.120199857,0.36261192,0.747603899,0.777548867,-2.264454118,3897,0
-1.583842619,-3.11319103,-2.016749975,0.832117879,-0.852942432,-0.625209532,573,1
-4.852723928,-2.163696895,0.058805313,0.269536858,2.206636959,3.338506751,3753,0
-0.485196417,-1.877842119,-2.113867975,1.76185163,-1.611475075,3.14897555,1699,0
-1.378022157,1.90702285,1.20275617,-2.17723267,-1.450805887,1.139070715,1122,1
1.283513133,-1.157297482,-5.248092524,0.262142896,4.147181946,3.807475642,930,0
-2.083041788,-0.680601963,-0.7388873,2.170800799,0.619500365,1.86624271,370,0
2.322444287,-4.279499427,-0.097545625,-1.533767455,-4.078670325,1.010903231,1903,0
-2.072957322,0.296003477,-1.83345656,1.545678983,0.502811427,2.398902712,2662,0
-1.329334503,-0.884329634,0.555107611,-1.757294356,-1.231742261,2.766071821,1057,1
-0.930772193,-1.130286058,1.215034583,-0.592831471,-1.575230997,0.259948342,877,0
1.696529292,-0.941786609,-0.008746545,2.531215512,-1.160225776,-1.001939914,3164,1
3.602229864,-1.657558451,-0.607623597,2.03462981,4.056210464,-1.129443865,3888,1
2.583458053,0.936204558,-1.431337674,3.428370819,3.01390711,-2.269795546,3160,1
-1.639128331,0.021700516,-1.885064695,-0.413210631,0.059471927,1.731655029,1022,0
0.28872339,-3.269042611,1.798890804,1.847310655,0.293245569,3.092944123,3353,1
-2.398080479,-0.807957409,1.91126588,1.566913576,0.06873932,0.137307426,2186,0
-2.402892717,-2.019973119,-2.540682943,0.670432423,0.182995281,2.845023369,1819,0
-0.494747502,0.804189688,0.324040516,0.966438874,-1.883191199,-1.003225751,2839,0
0.825969108,-0.792048053,-0.502043042,-0.562489375,0.721549216,-0.098617443,3627,1
2.088598751,-2.478096235,0.744339978,1.949369466,-0.066606419,2.452352867,1015,1
-2.317370986,2.509942419,0.074740167,-0.425841945,1.489981496,-0.999539834,1253,1
2.728652926,-2.738928313,-4.569206033,3.429014767,2.388080129,0.534863996,2307,1
0.778994359,-0.637063547,0.730897764,-0.062357364,1.016756745,-1.478821657,3497,1
0.499919652,-0.642336781,-0.8863567,-0.710935404,-0.794483055,0.073186825,15,1
1.927579162,-0.070994754,-1.837783823,1.706161991,-2.198908859,0.443219562,140,1
-1.384912999,-2.295848488,-1.561330379,0.156975016,3.616023379,1.877152522,3184,0
2.449576793,1.373389117,-0.222664256,2.736058751,-0.286664276,-1.377858784,3404,1
-2.361152461,-1.056803639,-0.478045687,-0.022595107,0.122593363,2.110887484,1096,0
-1.575929644,-1.184093819,2.651744599,-0.742934134,-1.851140846,1.993245316,3046,1
-0.155023844,-1.901167356,2.615143915,1.091245248,1.642629141,0.378677135,1166,1
-3.730617456,0.733581791,0.374005659,1.032236238,3.309976486,-1.620151548,1956,1
0.38324912,0.379942971,-2.241083058,2.900525971,4.191639215,-2.859764021,2108,1
2.687877436,-4.220816518,-1.915557151,1.838030502,0.659535712,0.193476694,885,1
-1.240914396,-1.258017335,-1.637557706,0.486522272,3.515193044,1.669933881,3225,0
-1.97530185,0.148919043,-2.065254398,0.971761931,1.009978356,-1.996483744,931,1
-4.84440481,-1.635109497,1.935689924,-1.317277191,0.573537376,1.535545214,1793,0
1.057962295,0.248017513,-1.842699028,2.497554107,1.083571384,1.18973283,3103,0
-0.012767581,-1.84302722,0.336217951,1.946008032,0.272622813,0.597072678,583,0
-0.819889002,-2.35346329,2.606042575,0.15499087,1.299494552,1.211605631,1646,1
-1.026338398,-0.071890632,-1.448020317,-0.333519852,1.673629351,3.022588193,258,0
-0.02014636,0.690641911,-1.930558022,1.778430468,0.024479785,1.926125704,1454,0
1.203124977,-1.887092813,-2.551971029,1.080266556,3.499233357,-0.427476892,3651,1
0.432693567,-4.792885509,0.860420309,1.658356002,-1.372831379,-0.596495213,1960,0
1.533989948,-3.797470264,-0.638919511,1.761017756,-2.654441681,0.764131352,1500,0
-1.194072842,-1.709236632,1.531268362,0.915136696,0.293435404,0.088832438,927,0
-0.633935976,-1.643720896,-0.635279622,1.425874063,-2.043850984,0.443625414,889,0
2.77831595,-0.401484536,-2.266670106,2.092095265,2.563267927,-0.756643897,2044,1
